state_code,year,month,value
MD,2007,3,3.8
MD,2007,2,3.9
MD,2007,1,4.0
MA,2015,12,4.4
MA,2015,11,4.5
MA,2015,10,4.6
MA,2015,9,4.6
MA,2015,8,4.7
MA,2015,7,4.7
MA,2015,6,4.8
MA,2015,5,4.9
MA,2015,4,5.0
MA,2015,3,5.0
MA,2015,2,5.1
MA,2015,1,5.2
MA,2014,12,5.2
MA,2014,11,5.4
MA,2014,10,5.5
MA,2014,9,5.6
MA,2014,8,5.6
MA,2014,7,5.7
MA,2014,6,5.8
MA,2014,5,5.9
MA,2014,4,5.9
MA,2014,3,6.0
MA,2014,2,6.1
MA,2014,1,6.2
MA,2013,12,6.3
MA,2013,11,6.4
MA,2013,10,6.5
MA,2013,9,6.6
MA,2013,8,6.7
MA,2013,7,6.7
MA,2013,6,6.7
MA,2013,5,6.7
MA,2013,4,6.8
MA,2013,3,6.8
MA,2013,2,6.8
MA,2013,1,6.7
MA,2012,12,6.7
MA,2012,11,6.7
MA,2012,10,6.7
MA,2012,9,6.7
MA,2012,8,6.7
MA,2012,7,6.7
MA,2012,6,6.7
MA,2012,5,6.7
MA,2012,4,6.7
MA,2012,3,6.7
MA,2012,2,6.7
MA,2012,1,6.7
MA,2011,12,6.8
MA,2011,11,6.9
MA,2011,10,7.0
MA,2011,9,7.1
MA,2011,8,7.2
MA,2011,7,7.2
MA,2011,6,7.3
MA,2011,5,7.3
MA,2011,4,7.4
MA,2011,3,7.4
MA,2011,2,7.5
MA,2011,1,7.6
MA,2010,12,7.7
MA,2010,11,7.8
MA,2010,10,7.8
MA,2010,9,7.9
MA,2010,8,7.9
MA,2010,7,7.9
MA,2010,6,8.0
MA,2010,5,8.1
MA,2010,4,8.3
MA,2010,3,8.4
MA,2010,2,8.4
MA,2010,1,8.5
MA,2009,12,8.5
MA,2009,11,8.5
MA,2009,10,8.5
MA,2009,9,8.4
MA,2009,8,8.4
MA,2009,7,8.3
MA,2009,6,8.2
MA,2009,5,8.1
MA,2009,4,7.9
MA,2009,3,7.7
MA,2009,2,7.4
MA,2009,1,7.0
MA,2008,12,6.7
MA,2008,11,6.3
MA,2008,10,6.0
MA,2008,9,5.7
MA,2008,8,5.5
MA,2008,7,5.3
MA,2008,6,5.1
MA,2008,5,4.9
MA,2008,4,4.8
MA,2008,3,4.6
MA,2008,2,4.6
MA,2008,1,4.5
MA,2007,12,4.5
MA,2007,11,4.5
MA,2007,10,4.5
MA,2007,9,4.5
MA,2007,8,4.5
MA,2007,7,4.5
MA,2007,6,4.5
MA,2007,5,4.5
MA,2007,4,4.5
MA,2007,3,4.5
MA,2007,2,4.6
MA,2007,1,4.6
MI,2015,12,4.9
MI,2015,11,5.0
MI,2015,10,5.0
MI,2015,9,5.1
MI,2015,8,5.2
MI,2015,7,5.4
MI,2015,6,5.5
MI,2015,5,5.6
MI,2015,4,5.7
MI,2015,3,5.8
MI,2015,2,5.9
MI,2015,1,6.0
MI,2014,12,6.2
MI,2014,11,6.4
MI,2014,10,6.6
MI,2014,9,6.8
MI,2014,8,7.0
MI,2014,7,7.2
MI,2014,6,7.4
MI,2014,5,7.5
MI,2014,4,7.7
MI,2014,3,7.9
MI,2014,2,8.0
MI,2014,1,8.1
MI,2013,12,8.2
MI,2013,11,8.4
MI,2013,10,8.5
MI,2013,9,8.6
MI,2013,8,8.8
MI,2013,7,8.8
MI,2013,6,8.8
MI,2013,5,8.8
MI,2013,4,8.9
MI,2013,3,8.9
MI,2013,2,9.0
MI,2013,1,9.0
MI,2012,12,9.0
MI,2012,11,9.0
MI,2012,10,9.0
MI,2012,9,9.0
MI,2012,8,9.0
MI,2012,7,9.0
MI,2012,6,9.1
MI,2012,5,9.1
MI,2012,4,9.1
MI,2012,3,9.1
MI,2012,2,9.1
MI,2012,1,9.2
MI,2011,12,9.4
MI,2011,11,9.6
MI,2011,10,9.8
MI,2011,9,9.9
MI,2011,8,10.1
MI,2011,7,10.2
MI,2011,6,10.2
MI,2011,5,10.1
MI,2011,4,10.0
MI,2011,3,9.9
MI,2011,2,10.4
MI,2011,1,10.5
MI,2010,12,10.8
MI,2010,11,11.2
MI,2010,10,11.5
MI,2010,9,11.7
MI,2010,8,12.0
MI,2010,7,12.3
MI,2010,6,12.4
MI,2010,5,12.5
MI,2010,4,12.7
MI,2010,3,12.9
MI,2010,2,13.1
MI,2010,1,13.2
MI,2009,12,13.3
MI,2009,11,13.4
MI,2009,10,13.5
MI,2009,9,13.7
MI,2009,8,13.8
MI,2009,7,14.0
MI,2009,6,14.0
MI,2009,5,13.6
MI,2009,4,13.1
MI,2009,3,12.5
MI,2009,2,11.8
MI,2009,1,10.9
MI,2008,12,10.1
MI,2008,11,9.6
MI,2008,10,9.1
MI,2008,9,8.7
MI,2008,8,8.4
MI,2008,7,8.1
MI,2008,6,7.9
MI,2008,5,7.6
MI,2008,4,7.4
MI,2008,3,7.3
MI,2008,2,7.2
MI,2008,1,7.2
MI,2007,12,7.2
MI,2007,11,7.3
MI,2007,10,7.3
MI,2007,9,7.3
MI,2007,8,7.2
MI,2007,7,7.1
MI,2007,6,7.0
MI,2007,5,6.9
MI,2007,4,6.9
MI,2007,3,6.9
MI,2007,2,6.9
MI,2007,1,7.0
MN,2015,12,3.8
MN,2015,11,3.8
MN,2015,10,3.7
MN,2015,9,3.8
MN,2015,8,3.8
MN,2015,7,3.8
MN,2015,6,3.8
MN,2015,5,3.8
MN,2015,4,3.8
MN,2015,3,3.8
MN,2015,2,3.8
MN,2015,1,3.8
MN,2014,12,3.9
MN,2014,11,3.9
MN,2014,10,4.0
MN,2014,9,4.0
MN,2014,8,4.1
MN,2014,7,4.2
MN,2014,6,4.3
MN,2014,5,4.4
MN,2014,4,4.5
MN,2014,3,4.6
MN,2014,2,4.6
MN,2014,1,4.7
MN,2013,12,4.7
MN,2013,11,4.8
MN,2013,10,4.8
MN,2013,9,4.9
MN,2013,8,5.0
MN,2013,7,5.0
MN,2013,6,5.1
MN,2013,5,5.1
MN,2013,4,5.2
MN,2013,3,5.2
MN,2013,2,5.3
MN,2013,1,5.4
MN,2012,12,5.4
MN,2012,11,5.5
MN,2012,10,5.6
MN,2012,9,5.6
MN,2012,8,5.7
MN,2012,7,5.7
MN,2012,6,5.7
MN,2012,5,5.7
MN,2012,4,5.7
MN,2012,3,5.7
MN,2012,2,5.7
MN,2012,1,5.8
MN,2011,12,5.9
MN,2011,11,6.0
MN,2011,10,6.2
MN,2011,9,6.4
MN,2011,8,6.6
MN,2011,7,6.7
MN,2011,6,6.7
MN,2011,5,6.7
MN,2011,4,6.7
MN,2011,3,6.7
MN,2011,2,6.8
MN,2011,1,6.9
MN,2010,12,7.1
MN,2010,11,7.2
MN,2010,10,7.3
MN,2010,9,7.3
MN,2010,8,7.3
MN,2010,7,7.2
MN,2010,6,7.3
MN,2010,5,7.4
MN,2010,4,7.5
MN,2010,3,7.6
MN,2010,2,7.7
MN,2010,1,7.8
MN,2009,12,7.8
MN,2009,11,7.9
MN,2009,10,7.9
MN,2009,9,8.0
MN,2009,8,8.0
MN,2009,7,8.1
MN,2009,6,8.2
MN,2009,5,8.2
MN,2009,4,8.1
MN,2009,3,7.9
MN,2009,2,7.6
MN,2009,1,7.2
MN,2008,12,6.7
MN,2008,11,6.3
MN,2008,10,6.0
MN,2008,9,5.7
MN,2008,8,5.6
MN,2008,7,5.4
MN,2008,6,5.3
MN,2008,5,5.1
MN,2008,4,4.9
MN,2008,3,4.8
MN,2008,2,4.7
MN,2008,1,4.7
MN,2007,12,4.7
MN,2007,11,4.8
MN,2007,10,4.8
MN,2007,9,4.7
MN,2007,8,4.7
MN,2007,7,4.6
MN,2007,6,4.6
MN,2007,5,4.5
MN,2007,4,4.4
MN,2007,3,4.4
MN,2007,2,4.4
MN,2007,1,4.4
MS,2015,12,6.4
MS,2015,11,6.4
MS,2015,10,6.4
MS,2015,9,6.3
MS,2015,8,6.3
MS,2015,7,6.3
MS,2015,6,6.4
MS,2015,5,6.5
MS,2015,4,6.6
MS,2015,3,6.7
MS,2015,2,6.7
MS,2015,1,6.8
MS,2014,12,6.9
MS,2014,11,7.1
MS,2014,10,7.2
MS,2014,9,7.4
MS,2014,8,7.5
MS,2014,7,7.6
MS,2014,6,7.7
MS,2014,5,7.8
MS,2014,4,7.9
MS,2014,3,7.9
MS,2014,2,8.0
MS,2014,1,8.1
MS,2013,12,8.1
MS,2013,11,8.2
MS,2013,10,8.3
MS,2013,9,8.4
MS,2013,8,8.5
MS,2013,7,8.5
MS,2013,6,8.5
MS,2013,5,8.6
MS,2013,4,8.7
MS,2013,3,8.7
MS,2013,2,8.7
MS,2013,1,8.7
MS,2012,12,8.6
MS,2012,11,8.6
MS,2012,10,8.7
MS,2012,9,8.7
MS,2012,8,8.8
MS,2012,7,8.8
MS,2012,6,8.9
MS,2012,5,8.9
MS,2012,4,8.9
MS,2012,3,8.9
MS,2012,2,9.0
MS,2012,1,9.1
MS,2011,12,9.3
MS,2011,11,9.5
MS,2011,10,9.7
MS,2011,9,9.8
MS,2011,8,9.9
MS,2011,7,9.9
MS,2011,6,9.9
MS,2011,5,9.9
MS,2011,4,9.9
MS,2011,3,9.8
MS,2011,2,9.8
MS,2011,1,9.9
MS,2010,12,9.9
MS,2010,11,9.9
MS,2010,10,9.8
MS,2010,9,9.8
MS,2010,8,9.8
MS,2010,7,9.8
MS,2010,6,9.9
MS,2010,5,10.3
MS,2010,4,10.4
MS,2010,3,10.4
MS,2010,2,10.5
MS,2010,1,10.5
MS,2009,12,10.4
MS,2009,11,10.2
MS,2009,10,10.0
MS,2009,9,9.8
MS,2009,8,9.6
MS,2009,7,9.4
MS,2009,6,9.3
MS,2009,5,9.2
MS,2009,4,9.0
MS,2009,3,8.8
MS,2009,2,8.5
MS,2009,1,8.1
MS,2008,12,7.7
MS,2008,11,7.4
MS,2008,10,7.2
MS,2008,9,7.0
MS,2008,8,6.9
MS,2008,7,6.8
MS,2008,6,6.6
MS,2008,5,6.4
MS,2008,4,6.3
MS,2008,3,6.1
MS,2008,2,6.1
MS,2008,1,6.0
MS,2007,12,6.0
MS,2007,11,6.0
MS,2007,10,6.0
MS,2007,9,6.0
MS,2007,8,6.0
MS,2007,7,6.1
MS,2007,6,6.1
MS,2007,5,6.2
MS,2007,4,6.3
MS,2007,3,6.3
MS,2007,2,6.4
MS,2007,1,6.4
MO,2015,12,4.5
MO,2015,11,4.6
MO,2015,10,4.7
MO,2015,9,4.8
MO,2015,8,4.9
MO,2015,7,5.0
MO,2015,6,5.2
MO,2015,5,5.3
MO,2015,4,5.5
MO,2015,3,5.6
MO,2015,2,5.6
MO,2015,1,5.6
MO,2014,12,5.7
MO,2014,11,5.7
MO,2014,10,5.8
MO,2014,9,5.9
MO,2014,8,6.0
MO,2014,7,6.1
MO,2014,6,6.2
MO,2014,5,6.3
MO,2014,4,6.4
MO,2014,3,6.5
MO,2014,2,6.6
MO,2014,1,6.6
MO,2013,12,6.6
MO,2013,11,6.6
MO,2013,10,6.6
MO,2013,9,6.7
MO,2013,8,6.8
MO,2013,7,6.8
MO,2013,6,6.8
MO,2013,5,6.8
MO,2013,4,6.9
MO,2013,3,6.9
MO,2013,2,6.9
MO,2013,1,6.9
MO,2012,12,7.0
MO,2012,11,7.0
MO,2012,10,7.0
MO,2012,9,7.0
MO,2012,8,7.0
MO,2012,7,7.1
MO,2012,6,7.2
MO,2012,5,7.2
MO,2012,4,7.3
MO,2012,3,7.4
MO,2012,2,7.5
MO,2012,1,7.6
MO,2011,12,7.8
MO,2011,11,8.0
MO,2011,10,8.2
MO,2011,9,8.4
MO,2011,8,8.6
MO,2011,7,8.7
MO,2011,6,8.8
MO,2011,5,8.8
MO,2011,4,8.9
MO,2011,3,9.0
MO,2011,2,9.2
MO,2011,1,9.3
MO,2010,12,9.4
MO,2010,11,9.5
MO,2010,10,9.5
MO,2010,9,9.4
MO,2010,8,9.4
MO,2010,7,9.4
MO,2010,6,9.4
MO,2010,5,9.5
MO,2010,4,9.6
MO,2010,3,9.6
MO,2010,2,9.7
MO,2010,1,9.7
MO,2009,12,9.6
MO,2009,11,9.5
MO,2009,10,9.4
MO,2009,9,9.4
MO,2009,8,9.3
MO,2009,7,9.2
MO,2009,6,9.1
MO,2009,5,9.0
MO,2009,4,8.9
MO,2009,3,8.6
MO,2009,2,8.3
MO,2009,1,8.0
MO,2008,12,7.6
MO,2008,11,7.2
MO,2008,10,6.9
MO,2008,9,6.6
MO,2008,8,6.4
MO,2008,7,6.2
MO,2008,6,6.0
MO,2008,5,5.8
MO,2008,4,5.6
MO,2008,3,5.5
MO,2008,2,5.4
MO,2008,1,5.4
MO,2007,12,5.4
MO,2007,11,5.4
MO,2007,10,5.4
MO,2007,9,5.3
MO,2007,8,5.2
MO,2007,7,5.1
MO,2007,6,5.0
MO,2007,5,4.9
MO,2007,4,4.9
MO,2007,3,4.8
MO,2007,2,4.8
MO,2007,1,4.8
MT,2015,12,4.3
MT,2015,11,4.3
MT,2015,10,4.3
MT,2015,9,4.3
MT,2015,8,4.3
MT,2015,7,4.3
MT,2015,6,4.3
MT,2015,5,4.3
MT,2015,4,4.2
MT,2015,3,4.3
MT,2015,2,4.3
MT,2015,1,4.3
MT,2014,12,4.4
MT,2014,11,4.5
MT,2014,10,4.5
MT,2014,9,4.6
MT,2014,8,4.6
MT,2014,7,4.6
MT,2014,6,4.7
MT,2014,5,4.7
MT,2014,4,4.7
MT,2014,3,4.8
MT,2014,2,4.9
MT,2014,1,5.0
MT,2013,12,5.0
MT,2013,11,5.1
MT,2013,10,5.2
MT,2013,9,5.3
MT,2013,8,5.3
MT,2013,7,5.4
MT,2013,6,5.4
MT,2013,5,5.4
MT,2013,4,5.5
MT,2013,3,5.5
MT,2013,2,5.5
MT,2013,1,5.5
MT,2012,12,5.5
MT,2012,11,5.6
MT,2012,10,5.6
MT,2012,9,5.7
MT,2012,8,5.8
MT,2012,7,5.9
MT,2012,6,5.9
MT,2012,5,5.9
MT,2012,4,5.9
MT,2012,3,5.9
MT,2012,2,5.9
MT,2012,1,6.0
MT,2011,12,6.1
MT,2011,11,6.3
MT,2011,10,6.4
MT,2011,9,6.5
MT,2011,8,6.6
MT,2011,7,6.7
MT,2011,6,6.7
MT,2011,5,6.7
MT,2011,4,6.8
MT,2011,3,6.8
MT,2011,2,6.9
MT,2011,1,7.0
MT,2010,12,7.0
MT,2010,11,7.1
MT,2010,10,7.0
MT,2010,9,7.0
MT,2010,8,7.0
MT,2010,7,7.0
MT,2010,6,7.1
MT,2010,5,7.2
MT,2010,4,7.4
MT,2010,3,7.4
MT,2010,2,7.5
MT,2010,1,7.5
MT,2009,12,7.4
MT,2009,11,7.3
MT,2009,10,7.2
MT,2009,9,7.1
MT,2009,8,7.1
MT,2009,7,7.1
MT,2009,6,7.2
MT,2009,5,7.2
MT,2009,4,7.2
MT,2009,3,7.1
MT,2009,2,6.9
MT,2009,1,6.6
MT,2008,12,6.2
MT,2008,11,5.8
MT,2008,10,5.4
MT,2008,9,5.1
MT,2008,8,4.9
MT,2008,7,4.7
MT,2008,6,4.5
MT,2008,5,4.3
MT,2008,4,4.1
MT,2008,3,4.0
MT,2008,2,3.9
MT,2008,1,3.8
MT,2007,12,3.8
MT,2007,11,3.8
MT,2007,10,3.8
MT,2007,9,3.7
MT,2007,8,3.6
MT,2007,7,3.5
MT,2007,6,3.3
MT,2007,5,3.2
MT,2007,4,3.0
MT,2007,3,2.9
MT,2007,2,2.8
MT,2007,1,2.9
NE,2015,12,3.0
NE,2015,11,3.0
NE,2015,10,3.0
NE,2015,9,3.0
NE,2015,8,3.0
NE,2015,7,3.0
NE,2015,6,3.0
NE,2015,5,3.0
NE,2015,4,3.0
NE,2015,3,3.0
NE,2015,2,2.9
NE,2015,1,2.9
NE,2014,12,3.0
NE,2014,11,3.0
NE,2014,10,3.1
NE,2014,9,3.1
NE,2014,8,3.2
NE,2014,7,3.2
NE,2014,6,3.3
NE,2014,5,3.3
NE,2014,4,3.4
NE,2014,3,3.4
NE,2014,2,3.5
NE,2014,1,3.5
NE,2013,12,3.5
NE,2013,11,3.5
NE,2013,10,3.5
NE,2013,9,3.6
NE,2013,8,3.7
NE,2013,7,3.7
NE,2013,6,3.7
NE,2013,5,3.7
NE,2013,4,3.8
NE,2013,3,3.8
NE,2013,2,3.8
NE,2013,1,3.8
NE,2012,12,3.8
NE,2012,11,3.8
NE,2012,10,3.8
NE,2012,9,3.8
NE,2012,8,3.8
NE,2012,7,3.9
NE,2012,6,3.9
NE,2012,5,3.9
NE,2012,4,3.9
NE,2012,3,3.9
NE,2012,2,4.0
NE,2012,1,4.1
NE,2011,12,4.1
NE,2011,11,4.2
NE,2011,10,4.3
NE,2011,9,4.3
NE,2011,8,4.4
NE,2011,7,4.4
NE,2011,6,4.4
NE,2011,5,4.5
NE,2011,4,4.5
NE,2011,3,4.5
NE,2011,2,4.6
NE,2011,1,4.6
NE,2010,12,4.6
NE,2010,11,4.6
NE,2010,10,4.6
NE,2010,9,4.6
NE,2010,8,4.6
NE,2010,7,4.6
NE,2010,6,4.6
NE,2010,5,4.7
NE,2010,4,4.8
NE,2010,3,4.9
NE,2010,2,4.9
NE,2010,1,4.9
NE,2009,12,4.9
NE,2009,11,4.9
NE,2009,10,4.8
NE,2009,9,4.8
NE,2009,8,4.8
NE,2009,7,4.8
NE,2009,6,4.7
NE,2009,5,4.7
NE,2009,4,4.6
NE,2009,3,4.5
NE,2009,2,4.3
NE,2009,1,4.1
NE,2008,12,3.9
NE,2008,11,3.7
NE,2008,10,3.5
NE,2008,9,3.4
NE,2008,8,3.3
NE,2008,7,3.2
NE,2008,6,3.2
NE,2008,5,3.1
NE,2008,4,3.0
NE,2008,3,3.0
NE,2008,2,2.9
NE,2008,1,2.9
NE,2007,12,3.0
NE,2007,11,3.0
NE,2007,10,3.0
NE,2007,9,3.0
NE,2007,8,3.0
NE,2007,7,3.0
NE,2007,6,2.9
NE,2007,5,2.9
NE,2007,4,2.8
NE,2007,3,2.8
NE,2007,2,2.8
NE,2007,1,2.9
NV,2015,12,6.3
NV,2015,11,6.4
NV,2015,10,6.5
NV,2015,9,6.6
NV,2015,8,6.7
NV,2015,7,6.8
NV,2015,6,6.9
NV,2015,5,7.0
NV,2015,4,7.1
NV,2015,3,7.2
NV,2015,2,7.3
NV,2015,1,7.4
NV,2014,12,7.5
NV,2014,11,7.6
NV,2014,10,7.7
NV,2014,9,7.8
NV,2014,8,7.9
NV,2014,7,8.1
NV,2014,6,8.2
NV,2014,5,8.3
NV,2014,4,8.5
NV,2014,3,8.6
NV,2014,2,8.8
NV,2014,1,8.9
NV,2013,12,9.1
NV,2013,11,9.3
NV,2013,10,9.4
NV,2013,9,9.6
NV,2013,8,9.8
NV,2013,7,9.9
NV,2013,6,10.1
NV,2013,5,10.2
NV,2013,4,10.4
NV,2013,3,10.5
NV,2013,2,10.6
NV,2013,1,10.7
NV,2012,12,10.8
NV,2012,11,10.9
NV,2012,10,11.1
NV,2012,9,11.2
NV,2012,8,11.4
NV,2012,7,11.6
NV,2012,6,11.8
NV,2012,5,11.9
NV,2012,4,12.0
NV,2012,3,12.1
NV,2012,2,12.2
NV,2012,1,12.3
NV,2011,12,12.6
NV,2011,11,12.8
NV,2011,10,13.1
NV,2011,9,13.3
NV,2011,8,13.4
NV,2011,7,13.4
NV,2011,6,13.5
NV,2011,5,13.4
NV,2011,4,13.5
NV,2011,3,13.5
NV,2011,2,13.6
NV,2011,1,13.7
NV,2010,12,13.8
NV,2010,11,13.9
NV,2010,10,13.9
NV,2010,9,13.8
NV,2010,8,13.7
NV,2010,7,13.7
NV,2010,6,13.7
NV,2010,5,13.7
NV,2010,4,13.8
NV,2010,3,13.7
NV,2010,2,13.6
NV,2010,1,13.5
NV,2009,12,13.3
NV,2009,11,13.0
NV,2009,10,12.8
NV,2009,9,12.5
NV,2009,8,12.3
NV,2009,7,12.0
NV,2009,6,11.7
NV,2009,5,11.4
NV,2009,4,11.1
NV,2009,3,10.7
NV,2009,2,10.2
NV,2009,1,9.7
NV,2008,12,9.2
NV,2008,11,8.6
NV,2008,10,8.1
NV,2008,9,7.6
NV,2008,8,7.2
NV,2008,7,6.8
NV,2008,6,6.5
NV,2008,5,6.2
NV,2008,4,5.9
NV,2008,3,5.7
NV,2008,2,5.5
NV,2008,1,5.3
NV,2007,12,5.2
NV,2007,11,5.1
NV,2007,10,5.0
NV,2007,9,4.8
NV,2007,8,4.7
NV,2007,7,4.6
NV,2007,6,4.5
NV,2007,5,4.4
NV,2007,4,4.3
NV,2007,3,4.2
NV,2007,2,4.2
NV,2007,1,4.1
NH,2015,12,3.0
NH,2015,11,3.0
NH,2015,10,3.1
NH,2015,9,3.2
NH,2015,8,3.3
NH,2015,7,3.3
NH,2015,6,3.4
NH,2015,5,3.5
NH,2015,4,3.6
NH,2015,3,3.7
NH,2015,2,3.8
NH,2015,1,3.8
NH,2014,12,3.9
NH,2014,11,4.0
NH,2014,10,4.1
NH,2014,9,4.1
NH,2014,8,4.2
NH,2014,7,4.3
NH,2014,6,4.3
NH,2014,5,4.4
NH,2014,4,4.5
NH,2014,3,4.6
NH,2014,2,4.7
NH,2014,1,4.8
NH,2013,12,4.9
NH,2013,11,5.0
NH,2013,10,5.1
NH,2013,9,5.1
NH,2013,8,5.2
NH,2013,7,5.2
NH,2013,6,5.2
NH,2013,5,5.3
NH,2013,4,5.4
NH,2013,3,5.5
NH,2013,2,5.5
NH,2013,1,5.6
NH,2012,12,5.6
NH,2012,11,5.6
NH,2012,10,5.6
NH,2012,9,5.6
NH,2012,8,5.6
NH,2012,7,5.6
NH,2012,6,5.5
NH,2012,5,5.4
NH,2012,4,5.4
NH,2012,3,5.3
NH,2012,2,5.2
NH,2012,1,5.2
NH,2011,12,5.3
NH,2011,11,5.3
NH,2011,10,5.4
NH,2011,9,5.5
NH,2011,8,5.5
NH,2011,7,5.5
NH,2011,6,5.5
NH,2011,5,5.5
NH,2011,4,5.4
NH,2011,3,5.4
NH,2011,2,5.5
NH,2011,1,5.6
NH,2010,12,5.7
NH,2010,11,5.8
NH,2010,10,5.8
NH,2010,9,5.8
NH,2010,8,5.8
NH,2010,7,5.9
NH,2010,6,6.0
NH,2010,5,6.1
NH,2010,4,6.3
NH,2010,3,6.5
NH,2010,2,6.6
NH,2010,1,6.7
NH,2009,12,6.7
NH,2009,11,6.7
NH,2009,10,6.6
NH,2009,9,6.5
NH,2009,8,6.5
NH,2009,7,6.4
NH,2009,6,6.3
NH,2009,5,6.1
NH,2009,4,5.9
NH,2009,3,5.7
NH,2009,2,5.3
NH,2009,1,5.0
NH,2008,12,4.6
NH,2008,11,4.3
NH,2008,10,4.1
NH,2008,9,3.9
NH,2008,8,3.8
NH,2008,7,3.7
NH,2008,6,3.6
NH,2008,5,3.5
NH,2008,4,3.5
NH,2008,3,3.4
NH,2008,2,3.4
NH,2008,1,3.4
NH,2007,12,3.4
NH,2007,11,3.4
NH,2007,10,3.4
NH,2007,9,3.4
NH,2007,8,3.4
NH,2007,7,3.5
NH,2007,6,3.5
NH,2007,5,3.6
NH,2007,4,3.6
NH,2007,3,3.7
NH,2007,2,3.7
NH,2007,1,3.7
NJ,2015,12,5.0
NJ,2015,11,5.1
NJ,2015,10,5.2
NJ,2015,9,5.3
NJ,2015,8,5.5
NJ,2015,7,5.6
NJ,2015,6,5.8
NJ,2015,5,6.0
NJ,2015,4,6.1
NJ,2015,3,6.2
NJ,2015,2,6.3
NJ,2015,1,6.3
NJ,2014,12,6.4
NJ,2014,11,6.5
NJ,2014,10,6.5
NJ,2014,9,6.6
NJ,2014,8,6.6
NJ,2014,7,6.6
NJ,2014,6,6.7
NJ,2014,5,6.7
NJ,2014,4,6.8
NJ,2014,3,7.0
NJ,2014,2,7.1
NJ,2014,1,7.3
NJ,2013,12,7.5
NJ,2013,11,7.6
NJ,2013,10,7.8
NJ,2013,9,8.0
NJ,2013,8,8.2
NJ,2013,7,8.4
NJ,2013,6,8.5
NJ,2013,5,8.7
NJ,2013,4,8.8
NJ,2013,3,8.9
NJ,2013,2,9.0
NJ,2013,1,9.1
NJ,2012,12,9.2
NJ,2012,11,9.3
NJ,2012,10,9.3
NJ,2012,9,9.4
NJ,2012,8,9.4
NJ,2012,7,9.5
NJ,2012,6,9.5
NJ,2012,5,9.5
NJ,2012,4,9.5
NJ,2012,3,9.4
NJ,2012,2,9.3
NJ,2012,1,9.3
NJ,2011,12,9.3
NJ,2011,11,9.3
NJ,2011,10,9.3
NJ,2011,9,9.3
NJ,2011,8,9.4
NJ,2011,7,9.4
NJ,2011,6,9.4
NJ,2011,5,9.4
NJ,2011,4,9.4
NJ,2011,3,9.4
NJ,2011,2,9.4
NJ,2011,1,9.5
NJ,2010,12,9.5
NJ,2010,11,9.5
NJ,2010,10,9.5
NJ,2010,9,9.5
NJ,2010,8,9.5
NJ,2010,7,9.5
NJ,2010,6,9.6
NJ,2010,5,9.7
NJ,2010,4,9.8
NJ,2010,3,9.9
NJ,2010,2,9.9
NJ,2010,1,10.0
NJ,2009,12,9.9
NJ,2009,11,9.9
NJ,2009,10,9.8
NJ,2009,9,9.6
NJ,2009,8,9.4
NJ,2009,7,9.2
NJ,2009,6,9.0
NJ,2009,5,8.7
NJ,2009,4,8.5
NJ,2009,3,8.1
NJ,2009,2,7.8
NJ,2009,1,7.3
NJ,2008,12,6.9
NJ,2008,11,6.5
NJ,2008,10,6.2
NJ,2008,9,5.9
NJ,2008,8,5.6
NJ,2008,7,5.4
NJ,2008,6,5.2
NJ,2008,5,5.0
NJ,2008,4,4.8
NJ,2008,3,4.7
NJ,2008,2,4.6
NJ,2008,1,4.6
NJ,2007,12,4.5
NJ,2007,11,4.4
NJ,2007,10,4.3
NJ,2007,9,4.3
NJ,2007,8,4.2
NJ,2007,7,4.2
NJ,2007,6,4.1
NJ,2007,5,4.1
NJ,2007,4,4.1
