state_code,year,month,value
NJ,2007,3,4.1
NJ,2007,2,4.1
NJ,2007,1,4.1
NM,2015,12,6.5
NM,2015,11,6.5
NM,2015,10,6.5
NM,2015,9,6.6
NM,2015,8,6.6
NM,2015,7,6.6
NM,2015,6,6.7
NM,2015,5,6.7
NM,2015,4,6.7
NM,2015,3,6.7
NM,2015,2,6.6
NM,2015,1,6.5
NM,2014,12,6.4
NM,2014,11,6.4
NM,2014,10,6.4
NM,2014,9,6.5
NM,2014,8,6.6
NM,2014,7,6.6
NM,2014,6,6.6
NM,2014,5,6.7
NM,2014,4,6.7
NM,2014,3,6.7
NM,2014,2,6.7
NM,2014,1,6.8
NM,2013,12,6.8
NM,2013,11,6.9
NM,2013,10,6.9
NM,2013,9,6.9
NM,2013,8,6.9
NM,2013,7,6.9
NM,2013,6,6.9
NM,2013,5,6.9
NM,2013,4,6.9
NM,2013,3,6.9
NM,2013,2,7.0
NM,2013,1,7.0
NM,2012,12,7.0
NM,2012,11,7.0
NM,2012,10,6.9
NM,2012,9,6.9
NM,2012,8,6.9
NM,2012,7,6.9
NM,2012,6,6.9
NM,2012,5,7.0
NM,2012,4,7.0
NM,2012,3,7.0
NM,2012,2,7.0
NM,2012,1,7.1
NM,2011,12,7.2
NM,2011,11,7.3
NM,2011,10,7.3
NM,2011,9,7.3
NM,2011,8,7.3
NM,2011,7,7.2
NM,2011,6,7.1
NM,2011,5,7.1
NM,2011,4,7.1
NM,2011,3,7.1
NM,2011,2,7.2
NM,2011,1,7.4
NM,2010,12,7.5
NM,2010,11,7.6
NM,2010,10,7.7
NM,2010,9,7.8
NM,2010,8,7.8
NM,2010,7,7.8
NM,2010,6,7.8
NM,2010,5,7.9
NM,2010,4,7.9
NM,2010,3,7.9
NM,2010,2,7.8
NM,2010,1,7.8
NM,2009,12,7.6
NM,2009,11,7.5
NM,2009,10,7.5
NM,2009,9,7.4
NM,2009,8,7.4
NM,2009,7,7.3
NM,2009,6,7.3
NM,2009,5,7.1
NM,2009,4,6.9
NM,2009,3,6.6
NM,2009,2,6.2
NM,2009,1,5.8
NM,2008,12,5.4
NM,2008,11,5.0
NM,2008,10,4.7
NM,2008,9,4.5
NM,2008,8,4.4
NM,2008,7,4.2
NM,2008,6,4.1
NM,2008,5,4.0
NM,2008,4,3.9
NM,2008,3,3.8
NM,2008,2,3.8
NM,2008,1,3.8
NM,2007,12,3.7
NM,2007,11,3.7
NM,2007,10,3.6
NM,2007,9,3.5
NM,2007,8,3.5
NM,2007,7,3.5
NM,2007,6,3.5
NM,2007,5,3.5
NM,2007,4,3.6
NM,2007,3,3.6
NM,2007,2,3.7
NM,2007,1,3.7
NY,2015,12,4.8
NY,2015,11,4.9
NY,2015,10,4.9
NY,2015,9,4.9
NY,2015,8,5.0
NY,2015,7,5.2
NY,2015,6,5.3
NY,2015,5,5.4
NY,2015,4,5.5
NY,2015,3,5.6
NY,2015,2,5.6
NY,2015,1,5.7
NY,2014,12,5.8
NY,2014,11,5.8
NY,2014,10,5.9
NY,2014,9,6.0
NY,2014,8,6.1
NY,2014,7,6.2
NY,2014,6,6.3
NY,2014,5,6.4
NY,2014,4,6.5
NY,2014,3,6.7
NY,2014,2,6.8
NY,2014,1,7.0
NY,2013,12,7.1
NY,2013,11,7.3
NY,2013,10,7.5
NY,2013,9,7.6
NY,2013,8,7.8
NY,2013,7,7.8
NY,2013,6,7.9
NY,2013,5,7.9
NY,2013,4,8.0
NY,2013,3,8.1
NY,2013,2,8.2
NY,2013,1,8.3
NY,2012,12,8.4
NY,2012,11,8.4
NY,2012,10,8.5
NY,2012,9,8.6
NY,2012,8,8.6
NY,2012,7,8.7
NY,2012,6,8.8
NY,2012,5,8.8
NY,2012,4,8.8
NY,2012,3,8.7
NY,2012,2,8.6
NY,2012,1,8.6
NY,2011,12,8.6
NY,2011,11,8.5
NY,2011,10,8.5
NY,2011,9,8.4
NY,2011,8,8.4
NY,2011,7,8.3
NY,2011,6,8.3
NY,2011,5,8.2
NY,2011,4,8.2
NY,2011,3,8.2
NY,2011,2,8.3
NY,2011,1,8.4
NY,2010,12,8.5
NY,2010,11,8.5
NY,2010,10,8.6
NY,2010,9,8.6
NY,2010,8,8.6
NY,2010,7,8.6
NY,2010,6,8.7
NY,2010,5,8.8
NY,2010,4,8.8
NY,2010,3,8.9
NY,2010,2,9.0
NY,2010,1,9.0
NY,2009,12,9.0
NY,2009,11,9.0
NY,2009,10,8.9
NY,2009,9,8.8
NY,2009,8,8.7
NY,2009,7,8.6
NY,2009,6,8.5
NY,2009,5,8.3
NY,2009,4,8.1
NY,2009,3,7.9
NY,2009,2,7.5
NY,2009,1,7.1
NY,2008,12,6.7
NY,2008,11,6.3
NY,2008,10,6.0
NY,2008,9,5.7
NY,2008,8,5.5
NY,2008,7,5.3
NY,2008,6,5.2
NY,2008,5,5.0
NY,2008,4,4.9
NY,2008,3,4.8
NY,2008,2,4.8
NY,2008,1,4.7
NY,2007,12,4.7
NY,2007,11,4.7
NY,2007,10,4.6
NY,2007,9,4.6
NY,2007,8,4.5
NY,2007,7,4.5
NY,2007,6,4.4
NY,2007,5,4.3
NY,2007,4,4.3
NY,2007,3,4.2
NY,2007,2,4.2
NY,2007,1,4.2
NC,2015,12,5.4
NC,2015,11,5.4
NC,2015,10,5.5
NC,2015,9,5.6
NC,2015,8,5.7
NC,2015,7,5.7
NC,2015,6,5.8
NC,2015,5,5.8
NC,2015,4,5.8
NC,2015,3,5.8
NC,2015,2,5.7
NC,2015,1,5.7
NC,2014,12,5.7
NC,2014,11,5.8
NC,2014,10,5.9
NC,2014,9,6.0
NC,2014,8,6.1
NC,2014,7,6.1
NC,2014,6,6.2
NC,2014,5,6.2
NC,2014,4,6.3
NC,2014,3,6.3
NC,2014,2,6.3
NC,2014,1,6.4
NC,2013,12,6.4
NC,2013,11,6.5
NC,2013,10,6.6
NC,2013,9,6.7
NC,2013,8,7.3
NC,2013,7,7.5
NC,2013,6,7.8
NC,2013,5,8.2
NC,2013,4,8.5
NC,2013,3,8.8
NC,2013,2,9.1
NC,2013,1,9.4
NC,2012,12,9.4
NC,2012,11,9.5
NC,2012,10,9.5
NC,2012,9,9.5
NC,2012,8,9.5
NC,2012,7,9.5
NC,2012,6,9.5
NC,2012,5,9.5
NC,2012,4,9.5
NC,2012,3,9.5
NC,2012,2,9.6
NC,2012,1,9.7
NC,2011,12,9.9
NC,2011,11,10.1
NC,2011,10,10.2
NC,2011,9,10.3
NC,2011,8,10.4
NC,2011,7,10.3
NC,2011,6,10.3
NC,2011,5,10.2
NC,2011,4,10.2
NC,2011,3,10.2
NC,2011,2,10.3
NC,2011,1,10.4
NC,2010,12,10.5
NC,2010,11,10.5
NC,2010,10,10.4
NC,2010,9,10.4
NC,2010,8,10.4
NC,2010,7,10.4
NC,2010,6,10.6
NC,2010,5,10.8
NC,2010,4,11.0
NC,2010,3,11.2
NC,2010,2,11.2
NC,2010,1,11.2
NC,2009,12,11.1
NC,2009,11,11.0
NC,2009,10,10.9
NC,2009,9,10.9
NC,2009,8,11.0
NC,2009,7,11.2
NC,2009,6,11.3
NC,2009,5,11.4
NC,2009,4,11.4
NC,2009,3,11.2
NC,2009,2,10.8
NC,2009,1,10.2
NC,2008,12,9.6
NC,2008,11,8.6
NC,2008,10,6.3
NC,2008,9,6.1
NC,2008,8,6.0
NC,2008,7,5.8
NC,2008,6,5.7
NC,2008,5,5.5
NC,2008,4,5.3
NC,2008,3,5.2
NC,2008,2,5.2
NC,2008,1,5.2
NC,2007,12,5.3
NC,2007,11,5.3
NC,2007,10,5.3
NC,2007,9,5.3
NC,2007,8,5.2
NC,2007,7,5.1
NC,2007,6,5.0
NC,2007,5,4.9
NC,2007,4,4.9
NC,2007,3,4.9
NC,2007,2,4.9
NC,2007,1,5.0
ND,2015,12,3.0
ND,2015,11,2.9
ND,2015,10,2.8
ND,2015,9,2.8
ND,2015,8,2.8
ND,2015,7,2.8
ND,2015,6,2.8
ND,2015,5,2.8
ND,2015,4,2.8
ND,2015,3,2.7
ND,2015,2,2.6
ND,2015,1,2.6
ND,2014,12,2.6
ND,2014,11,2.6
ND,2014,10,2.6
ND,2014,9,2.6
ND,2014,8,2.6
ND,2014,7,2.6
ND,2014,6,2.6
ND,2014,5,2.6
ND,2014,4,2.6
ND,2014,3,2.6
ND,2014,2,2.7
ND,2014,1,2.7
ND,2013,12,2.8
ND,2013,11,2.8
ND,2013,10,2.8
ND,2013,9,2.8
ND,2013,8,2.9
ND,2013,7,2.9
ND,2013,6,2.9
ND,2013,5,2.9
ND,2013,4,2.9
ND,2013,3,3.0
ND,2013,2,3.0
ND,2013,1,3.0
ND,2012,12,3.0
ND,2012,11,3.0
ND,2012,10,3.0
ND,2012,9,2.9
ND,2012,8,2.9
ND,2012,7,2.9
ND,2012,6,2.9
ND,2012,5,2.9
ND,2012,4,2.9
ND,2012,3,2.9
ND,2012,2,2.9
ND,2012,1,3.0
ND,2011,12,3.1
ND,2011,11,3.2
ND,2011,10,3.3
ND,2011,9,3.4
ND,2011,8,3.4
ND,2011,7,3.4
ND,2011,6,3.4
ND,2011,5,3.4
ND,2011,4,3.4
ND,2011,3,3.4
ND,2011,2,3.4
ND,2011,1,3.5
ND,2010,12,3.5
ND,2010,11,3.5
ND,2010,10,3.6
ND,2010,9,3.6
ND,2010,8,3.6
ND,2010,7,3.6
ND,2010,6,3.7
ND,2010,5,3.7
ND,2010,4,3.8
ND,2010,3,3.9
ND,2010,2,3.9
ND,2010,1,3.9
ND,2009,12,3.9
ND,2009,11,3.9
ND,2009,10,3.9
ND,2009,9,3.9
ND,2009,8,3.9
ND,2009,7,3.9
ND,2009,6,3.9
ND,2009,5,4.0
ND,2009,4,4.0
ND,2009,3,4.0
ND,2009,2,3.9
ND,2009,1,3.8
ND,2008,12,3.6
ND,2008,11,3.4
ND,2008,10,3.3
ND,2008,9,3.2
ND,2008,8,3.2
ND,2008,7,3.1
ND,2008,6,3.1
ND,2008,5,3.0
ND,2008,4,2.9
ND,2008,3,2.8
ND,2008,2,2.8
ND,2008,1,2.9
ND,2007,12,3.0
ND,2007,11,3.0
ND,2007,10,3.0
ND,2007,9,3.1
ND,2007,8,3.1
ND,2007,7,3.0
ND,2007,6,3.0
ND,2007,5,3.0
ND,2007,4,3.0
ND,2007,3,3.0
ND,2007,2,3.0
ND,2007,1,3.0
OH,2015,12,4.9
OH,2015,11,4.8
OH,2015,10,4.8
OH,2015,9,4.7
OH,2015,8,4.8
OH,2015,7,4.8
OH,2015,6,4.9
OH,2015,5,5.0
OH,2015,4,5.1
OH,2015,3,5.2
OH,2015,2,5.2
OH,2015,1,5.2
OH,2014,12,5.2
OH,2014,11,5.3
OH,2014,10,5.4
OH,2014,9,5.5
OH,2014,8,5.6
OH,2014,7,5.7
OH,2014,6,5.8
OH,2014,5,5.9
OH,2014,4,6.0
OH,2014,3,6.2
OH,2014,2,6.4
OH,2014,1,6.6
OH,2013,12,6.9
OH,2013,11,7.1
OH,2013,10,7.3
OH,2013,9,7.5
OH,2013,8,7.6
OH,2013,7,7.6
OH,2013,6,7.6
OH,2013,5,7.6
OH,2013,4,7.6
OH,2013,3,7.6
OH,2013,2,7.6
OH,2013,1,7.5
OH,2012,12,7.4
OH,2012,11,7.3
OH,2012,10,7.2
OH,2012,9,7.2
OH,2012,8,7.2
OH,2012,7,7.3
OH,2012,6,7.3
OH,2012,5,7.4
OH,2012,4,7.5
OH,2012,3,7.6
OH,2012,2,7.7
OH,2012,1,7.8
OH,2011,12,8.0
OH,2011,11,8.3
OH,2011,10,8.5
OH,2011,9,8.7
OH,2011,8,8.9
OH,2011,7,9.0
OH,2011,6,9.0
OH,2011,5,9.0
OH,2011,4,9.0
OH,2011,3,9.0
OH,2011,2,9.1
OH,2011,1,9.3
OH,2010,12,9.5
OH,2010,11,9.7
OH,2010,10,9.8
OH,2010,9,9.9
OH,2010,8,9.9
OH,2010,7,10.0
OH,2010,6,10.2
OH,2010,5,10.4
OH,2010,4,10.7
OH,2010,3,10.9
OH,2010,2,11.1
OH,2010,1,11.1
OH,2009,12,11.1
OH,2009,11,10.9
OH,2009,10,10.8
OH,2009,9,10.6
OH,2009,8,10.5
OH,2009,7,10.4
OH,2009,6,10.2
OH,2009,5,10.1
OH,2009,4,9.9
OH,2009,3,9.5
OH,2009,2,9.1
OH,2009,1,8.6
OH,2008,12,8.1
OH,2008,11,7.7
OH,2008,10,7.3
OH,2008,9,7.1
OH,2008,8,6.9
OH,2008,7,6.7
OH,2008,6,6.4
OH,2008,5,6.2
OH,2008,4,5.9
OH,2008,3,5.7
OH,2008,2,5.6
OH,2008,1,5.6
OH,2007,12,5.7
OH,2007,11,5.7
OH,2007,10,5.7
OH,2007,9,5.7
OH,2007,8,5.7
OH,2007,7,5.7
OH,2007,6,5.6
OH,2007,5,5.6
OH,2007,4,5.5
OH,2007,3,5.5
OH,2007,2,5.5
OH,2007,1,5.4
OK,2015,12,4.4
OK,2015,11,4.4
OK,2015,10,4.3
OK,2015,9,4.3
OK,2015,8,4.3
OK,2015,7,4.4
OK,2015,6,4.4
OK,2015,5,4.4
OK,2015,4,4.3
OK,2015,3,4.2
OK,2015,2,4.1
OK,2015,1,4.0
OK,2014,12,4.0
OK,2014,11,4.0
OK,2014,10,4.1
OK,2014,9,4.1
OK,2014,8,4.2
OK,2014,7,4.2
OK,2014,6,4.3
OK,2014,5,4.4
OK,2014,4,4.5
OK,2014,3,4.6
OK,2014,2,4.7
OK,2014,1,4.9
OK,2013,12,5.0
OK,2013,11,5.0
OK,2013,10,5.1
OK,2013,9,5.1
OK,2013,8,5.1
OK,2013,7,5.1
OK,2013,6,5.1
OK,2013,5,5.1
OK,2013,4,5.2
OK,2013,3,5.2
OK,2013,2,5.2
OK,2013,1,5.2
OK,2012,12,5.1
OK,2012,11,5.1
OK,2012,10,5.1
OK,2012,9,5.1
OK,2012,8,5.1
OK,2012,7,5.1
OK,2012,6,5.1
OK,2012,5,5.1
OK,2012,4,5.1
OK,2012,3,5.1
OK,2012,2,5.1
OK,2012,1,5.3
OK,2011,12,5.4
OK,2011,11,5.5
OK,2011,10,5.5
OK,2011,9,5.6
OK,2011,8,5.6
OK,2011,7,5.6
OK,2011,6,5.5
OK,2011,5,5.5
OK,2011,4,5.6
OK,2011,3,5.6
OK,2011,2,5.8
OK,2011,1,5.9
OK,2010,12,6.1
OK,2010,11,6.2
OK,2010,10,6.3
OK,2010,9,6.3
OK,2010,8,6.3
OK,2010,7,6.4
OK,2010,6,6.4
OK,2010,5,6.6
OK,2010,4,6.7
OK,2010,3,6.8
OK,2010,2,6.9
OK,2010,1,7.0
OK,2009,12,7.0
OK,2009,11,7.0
OK,2009,10,6.9
OK,2009,9,6.9
OK,2009,8,6.9
OK,2009,7,6.9
OK,2009,6,6.9
OK,2009,5,6.7
OK,2009,4,6.5
OK,2009,3,6.1
OK,2009,2,5.7
OK,2009,1,5.2
OK,2008,12,4.7
OK,2008,11,4.2
OK,2008,10,3.9
OK,2008,9,3.7
OK,2008,8,3.6
OK,2008,7,3.5
OK,2008,6,3.4
OK,2008,5,3.3
OK,2008,4,3.2
OK,2008,3,3.2
OK,2008,2,3.3
OK,2008,1,3.4
OK,2007,12,3.6
OK,2007,11,3.7
OK,2007,10,3.9
OK,2007,9,3.9
OK,2007,8,4.0
OK,2007,7,4.0
OK,2007,6,4.0
OK,2007,5,4.1
OK,2007,4,4.1
OK,2007,3,4.1
OK,2007,2,4.1
OK,2007,1,4.1
OR,2015,12,5.0
OR,2015,11,5.1
OR,2015,10,5.2
OR,2015,9,5.3
OR,2015,8,5.4
OR,2015,7,5.5
OR,2015,6,5.5
OR,2015,5,5.6
OR,2015,4,5.7
OR,2015,3,5.7
OR,2015,2,5.8
OR,2015,1,5.8
OR,2014,12,6.0
OR,2014,11,6.2
OR,2014,10,6.3
OR,2014,9,6.4
OR,2014,8,6.5
OR,2014,7,6.6
OR,2014,6,6.7
OR,2014,5,6.8
OR,2014,4,6.9
OR,2014,3,7.0
OR,2014,2,7.1
OR,2014,1,7.2
OR,2013,12,7.2
OR,2013,11,7.2
OR,2013,10,7.3
OR,2013,9,7.4
OR,2013,8,7.6
OR,2013,7,7.7
OR,2013,6,7.8
OR,2013,5,7.9
OR,2013,4,8.0
OR,2013,3,8.2
OR,2013,2,8.3
OR,2013,1,8.4
OR,2012,12,8.5
OR,2012,11,8.6
OR,2012,10,8.6
OR,2012,9,8.7
OR,2012,8,8.7
OR,2012,7,8.8
OR,2012,6,8.9
OR,2012,5,8.9
OR,2012,4,8.9
OR,2012,3,9.0
OR,2012,2,9.0
OR,2012,1,9.1
OR,2011,12,9.2
OR,2011,11,9.3
OR,2011,10,9.4
OR,2011,9,9.6
OR,2011,8,9.6
OR,2011,7,9.7
OR,2011,6,9.7
OR,2011,5,9.6
OR,2011,4,9.6
OR,2011,3,9.7
OR,2011,2,9.8
OR,2011,1,10.1
OR,2010,12,10.3
OR,2010,11,10.5
OR,2010,10,10.6
OR,2010,9,10.6
OR,2010,8,10.6
OR,2010,7,10.7
OR,2010,6,10.7
OR,2010,5,10.8
OR,2010,4,10.9
OR,2010,3,10.9
OR,2010,2,10.9
OR,2010,1,10.8
OR,2009,12,10.7
OR,2009,11,10.7
OR,2009,10,10.6
OR,2009,9,10.7
OR,2009,8,10.8
OR,2009,7,11.0
OR,2009,6,11.2
OR,2009,5,11.3
OR,2009,4,11.3
OR,2009,3,11.0
OR,2009,2,10.5
OR,2009,1,9.7
OR,2008,12,8.9
OR,2008,11,8.1
OR,2008,10,7.4
OR,2008,9,6.9
OR,2008,8,6.4
OR,2008,7,6.0
OR,2008,6,5.7
OR,2008,5,5.4
OR,2008,4,5.2
OR,2008,3,5.1
OR,2008,2,5.1
OR,2008,1,5.1
OR,2007,12,5.2
OR,2007,11,5.3
OR,2007,10,5.4
OR,2007,9,5.3
OR,2007,8,5.3
OR,2007,7,5.2
OR,2007,6,5.1
OR,2007,5,5.0
OR,2007,4,5.0
OR,2007,3,5.0
OR,2007,2,5.0
OR,2007,1,5.1
PA,2015,12,5.3
PA,2015,11,5.2
PA,2015,10,5.3
PA,2015,9,5.3
PA,2015,8,5.3
PA,2015,7,5.4
PA,2015,6,5.4
PA,2015,5,5.5
PA,2015,4,5.5
PA,2015,3,5.5
PA,2015,2,5.5
PA,2015,1,5.5
PA,2014,12,5.5
PA,2014,11,5.5
PA,2014,10,5.6
PA,2014,9,5.6
PA,2014,8,5.7
PA,2014,7,5.8
PA,2014,6,6.0
PA,2014,5,6.1
PA,2014,4,6.2
PA,2014,3,6.3
PA,2014,2,6.4
PA,2014,1,6.5
PA,2013,12,6.6
PA,2013,11,6.7
PA,2013,10,6.8
PA,2013,9,6.9
PA,2013,8,7.0
PA,2013,7,7.1
PA,2013,6,7.1
PA,2013,5,7.2
PA,2013,4,7.3
PA,2013,3,7.4
PA,2013,2,7.5
PA,2013,1,7.6
PA,2012,12,7.7
PA,2012,11,7.7
PA,2012,10,7.7
PA,2012,9,7.7
PA,2012,8,7.8
PA,2012,7,7.8
PA,2012,6,7.7
PA,2012,5,7.7
PA,2012,4,7.6
PA,2012,3,7.5
PA,2012,2,7.5
PA,2012,1,7.5
PA,2011,12,7.6
PA,2011,11,7.7
PA,2011,10,7.8
PA,2011,9,7.9
PA,2011,8,7.9
PA,2011,7,7.8
PA,2011,6,7.8
PA,2011,5,7.7
PA,2011,4,7.6
PA,2011,3,7.6
PA,2011,2,7.7
PA,2011,1,7.8
PA,2010,12,7.9
PA,2010,11,7.9
PA,2010,10,8.0
PA,2010,9,8.0
PA,2010,8,8.0
PA,2010,7,8.0
PA,2010,6,8.1
PA,2010,5,8.3
PA,2010,4,8.4
PA,2010,3,8.5
PA,2010,2,8.5
PA,2010,1,8.4
PA,2009,12,8.3
PA,2009,11,8.2
PA,2009,10,8.2
PA,2009,9,8.2
PA,2009,8,8.2
PA,2009,7,8.2
PA,2009,6,8.2
PA,2009,5,8.1
PA,2009,4,8.0
PA,2009,3,7.7
PA,2009,2,7.4
PA,2009,1,7.0
PA,2008,12,6.6
PA,2008,11,6.2
PA,2008,10,5.8
PA,2008,9,5.5
PA,2008,8,5.4
PA,2008,7,5.2
PA,2008,6,5.1
PA,2008,5,5.0
PA,2008,4,4.9
PA,2008,3,4.9
PA,2008,2,4.8
PA,2008,1,4.8
PA,2007,12,4.8
PA,2007,11,4.8
PA,2007,10,4.8
PA,2007,9,4.7
PA,2007,8,4.6
PA,2007,7,4.5
PA,2007,6,4.5
PA,2007,5,4.4
PA,2007,4,4.4
PA,2007,3,4.4
PA,2007,2,4.4
PA,2007,1,4.4
RI,2015,12,5.6
RI,2015,11,5.6
RI,2015,10,5.7
RI,2015,9,5.7
RI,2015,8,5.8
RI,2015,7,5.9
RI,2015,6,6.0
RI,2015,5,6.2
RI,2015,4,6.3
RI,2015,3,6.4
RI,2015,2,6.5
RI,2015,1,6.6
RI,2014,12,6.7
RI,2014,11,6.9
RI,2014,10,7.1
RI,2014,9,7.3
RI,2014,8,7.4
RI,2014,7,7.6
RI,2014,6,7.8
RI,2014,5,8.0
RI,2014,4,8.3
RI,2014,3,8.5
RI,2014,2,8.7
RI,2014,1,8.9
RI,2013,12,9.1
RI,2013,11,9.3
RI,2013,10,9.4
RI,2013,9,9.5
RI,2013,8,9.6
RI,2013,7,9.6
RI,2013,6,9.6
RI,2013,5,9.5
RI,2013,4,9.5
RI,2013,3,9.5
RI,2013,2,9.5
RI,2013,1,9.6
RI,2012,12,9.6
RI,2012,11,9.7
RI,2012,10,9.8
RI,2012,9,10.0
RI,2012,8,10.1
RI,2012,7,10.3
RI,2012,6,10.4
RI,2012,5,10.4
RI,2012,4,10.5
RI,2012,3,10.5
RI,2012,2,10.6
RI,2012,1,10.7
RI,2011,12,10.9
RI,2011,11,11.0
RI,2011,10,11.0
RI,2011,9,11.0
RI,2011,8,11.0
RI,2011,7,11.0
RI,2011,6,11.0
RI,2011,5,11.0
RI,2011,4,11.0
RI,2011,3,11.0
RI,2011,2,11.1
RI,2011,1,11.2
RI,2010,12,11.4
RI,2010,11,11.5
RI,2010,10,11.5
RI,2010,9,11.5
RI,2010,8,11.5
RI,2010,7,11.5
RI,2010,6,11.6
RI,2010,5,11.7
RI,2010,4,11.8
RI,2010,3,11.8
RI,2010,2,11.9
RI,2010,1,11.8
RI,2009,12,11.8
RI,2009,11,11.7
RI,2009,10,11.7
RI,2009,9,11.6
RI,2009,8,11.6
RI,2009,7,11.6
RI,2009,6,11.6
RI,2009,5,11.6
RI,2009,4,11.4
RI,2009,3,11.2
RI,2009,2,10.7
RI,2009,1,10.2
RI,2008,12,9.7
RI,2008,11,9.2
RI,2008,10,8.7
RI,2008,9,8.4
RI,2008,8,8.0
RI,2008,7,7.7
RI,2008,6,7.3
RI,2008,5,7.0
RI,2008,4,6.6
RI,2008,3,6.4
RI,2008,2,6.2
RI,2008,1,6.0
RI,2007,12,5.9
RI,2007,11,5.7
RI,2007,10,5.5
RI,2007,9,5.4
RI,2007,8,5.2
RI,2007,7,5.0
RI,2007,6,4.9
RI,2007,5,4.8
RI,2007,4,4.7
RI,2007,3,4.7
RI,2007,2,4.7
RI,2007,1,4.8
SC,2015,12,5.4
SC,2015,11,5.4
SC,2015,10,5.5
SC,2015,9,5.6
SC,2015,8,5.7
SC,2015,7,5.8
SC,2015,6,6.0
SC,2015,5,6.1
SC,2015,4,6.2
SC,2015,3,6.3
SC,2015,2,6.4
SC,2015,1,6.4
SC,2014,12,6.5
SC,2014,11,6.5
SC,2014,10,6.6
SC,2014,9,6.5
SC,2014,8,6.5
SC,2014,7,6.3
SC,2014,6,6.2
SC,2014,5,6.1
SC,2014,4,6.0
SC,2014,3,6.0
SC,2014,2,6.0
SC,2014,1,6.1
SC,2013,12,6.3
SC,2013,11,6.5
SC,2013,10,6.8
SC,2013,9,7.0
SC,2013,8,7.2
SC,2013,7,7.4
SC,2013,6,7.5
SC,2013,5,7.7
SC,2013,4,7.9
SC,2013,3,8.1
SC,2013,2,8.3
SC,2013,1,8.4
SC,2012,12,8.4
SC,2012,11,8.5
SC,2012,10,8.6
SC,2012,9,8.7
SC,2012,8,8.8
SC,2012,7,9.0
SC,2012,6,9.2
SC,2012,5,9.3
SC,2012,4,9.4
SC,2012,3,9.4
SC,2012,2,9.5
SC,2012,1,9.6
SC,2011,12,9.7
SC,2011,11,9.9
SC,2011,10,10.1
SC,2011,9,10.3
SC,2011,8,10.5
SC,2011,7,10.6
SC,2011,6,10.7
SC,2011,5,10.7
SC,2011,4,10.7
SC,2011,3,10.7
SC,2011,2,10.7
SC,2011,1,10.8
SC,2010,12,10.9
SC,2010,11,10.9
SC,2010,10,11.0
SC,2010,9,11.1
SC,2010,8,11.1
SC,2010,7,11.1
SC,2010,6,11.2
SC,2010,5,11.3
SC,2010,4,11.5
SC,2010,3,11.7
SC,2010,2,11.8
SC,2010,1,12.0
SC,2009,12,12.1
SC,2009,11,12.0
SC,2009,10,12.0
SC,2009,9,11.9
SC,2009,8,11.8
SC,2009,7,11.6
SC,2009,6,11.5
SC,2009,5,11.4
SC,2009,4,11.2
SC,2009,3,10.9
SC,2009,2,10.5
SC,2009,1,10.0
SC,2008,12,9.4
SC,2008,11,8.9
SC,2008,10,8.4
SC,2008,9,8.0
SC,2008,8,7.6
SC,2008,7,7.3
SC,2008,6,6.9
SC,2008,5,6.6
SC,2008,4,6.3
SC,2008,3,6.1
SC,2008,2,6.0
SC,2008,1,6.0
SC,2007,12,5.9
SC,2007,11,6.0
SC,2007,10,6.0
SC,2007,9,6.0
SC,2007,8,6.0
