state_code,year,month,value
SC,2007,7,5.9
SC,2007,6,6.0
SC,2007,5,6.0
SC,2007,4,6.1
SC,2007,3,6.2
SC,2007,2,6.3
SC,2007,1,6.4
SD,2015,12,2.8
SD,2015,11,2.9
SD,2015,10,2.9
SD,2015,9,3.0
SD,2015,8,3.0
SD,2015,7,3.1
SD,2015,6,3.1
SD,2015,5,3.1
SD,2015,4,3.1
SD,2015,3,3.2
SD,2015,2,3.2
SD,2015,1,3.2
SD,2014,12,3.2
SD,2014,11,3.2
SD,2014,10,3.3
SD,2014,9,3.3
SD,2014,8,3.3
SD,2014,7,3.3
SD,2014,6,3.3
SD,2014,5,3.4
SD,2014,4,3.4
SD,2014,3,3.4
SD,2014,2,3.4
SD,2014,1,3.5
SD,2013,12,3.5
SD,2013,11,3.5
SD,2013,10,3.6
SD,2013,9,3.6
SD,2013,8,3.7
SD,2013,7,3.7
SD,2013,6,3.7
SD,2013,5,3.8
SD,2013,4,3.8
SD,2013,3,3.8
SD,2013,2,3.8
SD,2013,1,3.9
SD,2012,12,3.9
SD,2012,11,3.9
SD,2012,10,4.0
SD,2012,9,4.0
SD,2012,8,4.1
SD,2012,7,4.1
SD,2012,6,4.1
SD,2012,5,4.1
SD,2012,4,4.1
SD,2012,3,4.1
SD,2012,2,4.1
SD,2012,1,4.2
SD,2011,12,4.2
SD,2011,11,4.3
SD,2011,10,4.4
SD,2011,9,4.4
SD,2011,8,4.5
SD,2011,7,4.5
SD,2011,6,4.6
SD,2011,5,4.7
SD,2011,4,4.8
SD,2011,3,4.9
SD,2011,2,4.9
SD,2011,1,5.0
SD,2010,12,5.0
SD,2010,11,5.0
SD,2010,10,4.9
SD,2010,9,4.9
SD,2010,8,4.9
SD,2010,7,4.9
SD,2010,6,4.9
SD,2010,5,4.9
SD,2010,4,4.9
SD,2010,3,4.9
SD,2010,2,4.9
SD,2010,1,4.8
SD,2009,12,4.8
SD,2009,11,4.7
SD,2009,10,4.6
SD,2009,9,4.6
SD,2009,8,4.6
SD,2009,7,4.6
SD,2009,6,4.7
SD,2009,5,4.7
SD,2009,4,4.7
SD,2009,3,4.5
SD,2009,2,4.4
SD,2009,1,4.1
SD,2008,12,3.9
SD,2008,11,3.7
SD,2008,10,3.5
SD,2008,9,3.4
SD,2008,8,3.2
SD,2008,7,3.1
SD,2008,6,2.9
SD,2008,5,2.8
SD,2008,4,2.7
SD,2008,3,2.6
SD,2008,2,2.6
SD,2008,1,2.6
SD,2007,12,2.7
SD,2007,11,2.8
SD,2007,10,2.8
SD,2007,9,2.9
SD,2007,8,2.9
SD,2007,7,2.8
SD,2007,6,2.8
SD,2007,5,2.8
SD,2007,4,2.8
SD,2007,3,2.8
SD,2007,2,2.9
SD,2007,1,2.9
TN,2015,12,4.9
TN,2015,11,5.0
TN,2015,10,5.1
TN,2015,9,5.3
TN,2015,8,5.4
TN,2015,7,5.5
TN,2015,6,5.7
TN,2015,5,5.8
TN,2015,4,5.9
TN,2015,3,6.0
TN,2015,2,6.1
TN,2015,1,6.1
TN,2014,12,6.2
TN,2014,11,6.3
TN,2014,10,6.4
TN,2014,9,6.5
TN,2014,8,6.6
TN,2014,7,6.6
TN,2014,6,6.7
TN,2014,5,6.7
TN,2014,4,6.7
TN,2014,3,6.8
TN,2014,2,6.8
TN,2014,1,6.9
TN,2013,12,7.1
TN,2013,11,7.3
TN,2013,10,7.4
TN,2013,9,7.6
TN,2013,8,7.7
TN,2013,7,7.8
TN,2013,6,7.9
TN,2013,5,7.9
TN,2013,4,8.0
TN,2013,3,8.0
TN,2013,2,8.0
TN,2013,1,8.0
TN,2012,12,7.9
TN,2012,11,7.8
TN,2012,10,7.8
TN,2012,9,7.8
TN,2012,8,7.9
TN,2012,7,8.0
TN,2012,6,8.0
TN,2012,5,8.0
TN,2012,4,8.0
TN,2012,3,8.0
TN,2012,2,8.1
TN,2012,1,8.2
TN,2011,12,8.4
TN,2011,11,8.6
TN,2011,10,8.8
TN,2011,9,8.9
TN,2011,8,9.1
TN,2011,7,9.2
TN,2011,6,9.2
TN,2011,5,9.3
TN,2011,4,9.3
TN,2011,3,9.4
TN,2011,2,9.5
TN,2011,1,9.6
TN,2010,12,9.6
TN,2010,11,9.7
TN,2010,10,9.6
TN,2010,9,9.5
TN,2010,8,9.5
TN,2010,7,9.5
TN,2010,6,9.6
TN,2010,5,9.8
TN,2010,4,10.0
TN,2010,3,10.2
TN,2010,2,10.4
TN,2010,1,10.5
TN,2009,12,10.5
TN,2009,11,10.5
TN,2009,10,10.5
TN,2009,9,10.5
TN,2009,8,10.5
TN,2009,7,10.5
TN,2009,6,10.4
TN,2009,5,10.3
TN,2009,4,10.1
TN,2009,3,9.7
TN,2009,2,9.2
TN,2009,1,8.7
TN,2008,12,8.2
TN,2008,11,7.7
TN,2008,10,7.3
TN,2008,9,7.0
TN,2008,8,6.8
TN,2008,7,6.6
TN,2008,6,6.4
TN,2008,5,6.1
TN,2008,4,5.8
TN,2008,3,5.6
TN,2008,2,5.4
TN,2008,1,5.3
TN,2007,12,5.2
TN,2007,11,5.1
TN,2007,10,5.0
TN,2007,9,4.8
TN,2007,8,4.6
TN,2007,7,4.5
TN,2007,6,4.3
TN,2007,5,4.3
TN,2007,4,4.3
TN,2007,3,4.4
TN,2007,2,4.5
TN,2007,1,4.6
TX,2015,12,4.5
TX,2015,11,4.5
TX,2015,10,4.5
TX,2015,9,4.5
TX,2015,8,4.5
TX,2015,7,4.4
TX,2015,6,4.4
TX,2015,5,4.4
TX,2015,4,4.5
TX,2015,3,4.5
TX,2015,2,4.5
TX,2015,1,4.6
TX,2014,12,4.6
TX,2014,11,4.8
TX,2014,10,4.9
TX,2014,9,5.0
TX,2014,8,5.1
TX,2014,7,5.2
TX,2014,6,5.2
TX,2014,5,5.3
TX,2014,4,5.4
TX,2014,3,5.5
TX,2014,2,5.6
TX,2014,1,5.7
TX,2013,12,5.8
TX,2013,11,6.0
TX,2013,10,6.1
TX,2013,9,6.2
TX,2013,8,6.3
TX,2013,7,6.3
TX,2013,6,6.4
TX,2013,5,6.4
TX,2013,4,6.5
TX,2013,3,6.5
TX,2013,2,6.6
TX,2013,1,6.5
TX,2012,12,6.5
TX,2012,11,6.5
TX,2012,10,6.5
TX,2012,9,6.5
TX,2012,8,6.6
TX,2012,7,6.7
TX,2012,6,6.8
TX,2012,5,6.8
TX,2012,4,6.8
TX,2012,3,6.7
TX,2012,2,7.0
TX,2012,1,7.1
TX,2011,12,7.3
TX,2011,11,7.5
TX,2011,10,7.8
TX,2011,9,8.0
TX,2011,8,8.2
TX,2011,7,8.3
TX,2011,6,8.3
TX,2011,5,8.2
TX,2011,4,8.1
TX,2011,3,8.1
TX,2011,2,8.2
TX,2011,1,8.2
TX,2010,12,8.2
TX,2010,11,8.2
TX,2010,10,8.2
TX,2010,9,8.1
TX,2010,8,8.1
TX,2010,7,8.1
TX,2010,6,8.1
TX,2010,5,8.2
TX,2010,4,8.2
TX,2010,3,8.3
TX,2010,2,8.3
TX,2010,1,8.3
TX,2009,12,8.3
TX,2009,11,8.3
TX,2009,10,8.3
TX,2009,9,8.3
TX,2009,8,8.3
TX,2009,7,8.2
TX,2009,6,8.0
TX,2009,5,7.5
TX,2009,4,6.5
TX,2009,3,6.4
TX,2009,2,6.3
TX,2009,1,6.1
TX,2008,12,5.9
TX,2008,11,5.6
TX,2008,10,5.4
TX,2008,9,5.2
TX,2008,8,5.0
TX,2008,7,4.8
TX,2008,6,4.7
TX,2008,5,4.5
TX,2008,4,4.4
TX,2008,3,4.3
TX,2008,2,4.3
TX,2008,1,4.3
TX,2007,12,4.4
TX,2007,11,4.4
TX,2007,10,4.4
TX,2007,9,4.4
TX,2007,8,4.3
TX,2007,7,4.3
TX,2007,6,4.3
TX,2007,5,4.3
TX,2007,4,4.3
TX,2007,3,4.4
TX,2007,2,4.4
TX,2007,1,4.5
UT,2015,12,3.5
UT,2015,11,3.5
UT,2015,10,3.5
UT,2015,9,3.5
UT,2015,8,3.5
UT,2015,7,3.5
UT,2015,6,3.5
UT,2015,5,3.5
UT,2015,4,3.5
UT,2015,3,3.5
UT,2015,2,3.5
UT,2015,1,3.6
UT,2014,12,3.6
UT,2014,11,3.6
UT,2014,10,3.6
UT,2014,9,3.6
UT,2014,8,3.6
UT,2014,7,3.6
UT,2014,6,3.6
UT,2014,5,3.6
UT,2014,4,3.6
UT,2014,3,3.7
UT,2014,2,3.7
UT,2014,1,3.8
UT,2013,12,3.9
UT,2013,11,4.0
UT,2013,10,4.0
UT,2013,9,4.1
UT,2013,8,4.2
UT,2013,7,4.2
UT,2013,6,4.2
UT,2013,5,4.3
UT,2013,4,4.3
UT,2013,3,4.4
UT,2013,2,4.4
UT,2013,1,4.5
UT,2012,12,4.6
UT,2012,11,4.6
UT,2012,10,4.6
UT,2012,9,4.7
UT,2012,8,4.7
UT,2012,7,4.8
UT,2012,6,4.8
UT,2012,5,4.9
UT,2012,4,4.8
UT,2012,3,4.8
UT,2012,2,4.7
UT,2012,1,5.3
UT,2011,12,5.4
UT,2011,11,5.8
UT,2011,10,6.2
UT,2011,9,6.6
UT,2011,8,7.0
UT,2011,7,7.4
UT,2011,6,7.7
UT,2011,5,7.7
UT,2011,4,7.7
UT,2011,3,7.7
UT,2011,2,7.7
UT,2011,1,7.8
UT,2010,12,7.8
UT,2010,11,7.9
UT,2010,10,7.9
UT,2010,9,7.9
UT,2010,8,7.9
UT,2010,7,7.9
UT,2010,6,7.9
UT,2010,5,8.0
UT,2010,4,8.0
UT,2010,3,8.0
UT,2010,2,8.0
UT,2010,1,8.0
UT,2009,12,7.9
UT,2009,11,7.9
UT,2009,10,7.8
UT,2009,9,7.7
UT,2009,8,7.6
UT,2009,7,7.4
UT,2009,6,7.3
UT,2009,5,7.1
UT,2009,4,7.0
UT,2009,3,6.8
UT,2009,2,6.5
UT,2009,1,6.1
UT,2008,12,5.2
UT,2008,11,3.6
UT,2008,10,3.5
UT,2008,9,3.4
UT,2008,8,3.3
UT,2008,7,3.2
UT,2008,6,3.2
UT,2008,5,3.1
UT,2008,4,3.0
UT,2008,3,2.9
UT,2008,2,2.9
UT,2008,1,2.8
UT,2007,12,2.8
UT,2007,11,2.8
UT,2007,10,2.7
UT,2007,9,2.6
UT,2007,8,2.6
UT,2007,7,2.6
UT,2007,6,2.5
UT,2007,5,2.5
UT,2007,4,2.4
UT,2007,3,2.4
UT,2007,2,2.4
UT,2007,1,2.4
VT,2015,12,3.3
VT,2015,11,3.4
VT,2015,10,3.4
VT,2015,9,3.4
VT,2015,8,3.5
VT,2015,7,3.5
VT,2015,6,3.5
VT,2015,5,3.6
VT,2015,4,3.6
VT,2015,3,3.7
VT,2015,2,3.7
VT,2015,1,3.8
VT,2014,12,3.9
VT,2014,11,3.9
VT,2014,10,4.0
VT,2014,9,4.0
VT,2014,8,4.0
VT,2014,7,4.0
VT,2014,6,4.0
VT,2014,5,4.0
VT,2014,4,4.0
VT,2014,3,4.0
VT,2014,2,4.0
VT,2014,1,4.1
VT,2013,12,4.1
VT,2013,11,4.2
VT,2013,10,4.3
VT,2013,9,4.3
VT,2013,8,4.4
VT,2013,7,4.4
VT,2013,6,4.5
VT,2013,5,4.5
VT,2013,4,4.5
VT,2013,3,4.6
VT,2013,2,4.6
VT,2013,1,4.6
VT,2012,12,4.6
VT,2012,11,4.7
VT,2012,10,4.7
VT,2012,9,4.8
VT,2012,8,4.8
VT,2012,7,4.9
VT,2012,6,4.9
VT,2012,5,4.9
VT,2012,4,4.9
VT,2012,3,4.8
VT,2012,2,4.9
VT,2012,1,4.9
VT,2011,12,5.0
VT,2011,11,5.1
VT,2011,10,5.2
VT,2011,9,5.4
VT,2011,8,5.5
VT,2011,7,5.6
VT,2011,6,5.7
VT,2011,5,5.7
VT,2011,4,5.8
VT,2011,3,5.9
VT,2011,2,5.9
VT,2011,1,6.0
VT,2010,12,6.1
VT,2010,11,6.1
VT,2010,10,6.1
VT,2010,9,6.1
VT,2010,8,6.1
VT,2010,7,6.2
VT,2010,6,6.3
VT,2010,5,6.4
VT,2010,4,6.5
VT,2010,3,6.6
VT,2010,2,6.6
VT,2010,1,6.7
VT,2009,12,6.6
VT,2009,11,6.5
VT,2009,10,6.5
VT,2009,9,6.4
VT,2009,8,6.3
VT,2009,7,6.2
VT,2009,6,6.2
VT,2009,5,6.1
VT,2009,4,6.1
VT,2009,3,5.9
VT,2009,2,5.7
VT,2009,1,5.5
VT,2008,12,5.3
VT,2008,11,5.1
VT,2008,10,4.9
VT,2008,9,4.8
VT,2008,8,4.7
VT,2008,7,4.6
VT,2008,6,4.5
VT,2008,5,4.4
VT,2008,4,4.2
VT,2008,3,4.2
VT,2008,2,4.1
VT,2008,1,4.0
VT,2007,12,4.0
VT,2007,11,4.0
VT,2007,10,4.0
VT,2007,9,4.0
VT,2007,8,4.0
VT,2007,7,3.9
VT,2007,6,3.9
VT,2007,5,3.9
VT,2007,4,3.9
VT,2007,3,3.9
VT,2007,2,3.9
VT,2007,1,3.9
VA,2015,12,4.0
VA,2015,11,4.0
VA,2015,10,4.1
VA,2015,9,4.1
VA,2015,8,4.2
VA,2015,7,4.3
VA,2015,6,4.4
VA,2015,5,4.5
VA,2015,4,4.6
VA,2015,3,4.7
VA,2015,2,4.7
VA,2015,1,4.8
VA,2014,12,4.8
VA,2014,11,4.9
VA,2014,10,4.9
VA,2014,9,5.0
VA,2014,8,5.1
VA,2014,7,5.1
VA,2014,6,5.2
VA,2014,5,5.2
VA,2014,4,5.3
VA,2014,3,5.3
VA,2014,2,5.3
VA,2014,1,5.3
VA,2013,12,5.4
VA,2013,11,5.4
VA,2013,10,5.5
VA,2013,9,5.5
VA,2013,8,5.6
VA,2013,7,5.6
VA,2013,6,5.6
VA,2013,5,5.6
VA,2013,4,5.6
VA,2013,3,5.6
VA,2013,2,5.6
VA,2013,1,5.6
VA,2012,12,5.7
VA,2012,11,5.7
VA,2012,10,5.7
VA,2012,9,5.8
VA,2012,8,5.9
VA,2012,7,5.9
VA,2012,6,6.0
VA,2012,5,6.1
VA,2012,4,6.1
VA,2012,3,6.1
VA,2012,2,6.2
VA,2012,1,6.2
VA,2011,12,6.3
VA,2011,11,6.4
VA,2011,10,6.5
VA,2011,9,6.6
VA,2011,8,6.6
VA,2011,7,6.6
VA,2011,6,6.6
VA,2011,5,6.5
VA,2011,4,6.5
VA,2011,3,6.6
VA,2011,2,6.6
VA,2011,1,6.7
VA,2010,12,6.9
VA,2010,11,7.0
VA,2010,10,7.1
VA,2010,9,7.1
VA,2010,8,7.2
VA,2010,7,7.2
VA,2010,6,7.3
VA,2010,5,7.4
VA,2010,4,7.5
VA,2010,3,7.6
VA,2010,2,7.6
VA,2010,1,7.6
VA,2009,12,7.5
VA,2009,11,7.4
VA,2009,10,7.3
VA,2009,9,7.2
VA,2009,8,7.1
VA,2009,7,7.0
VA,2009,6,6.9
VA,2009,5,6.8
VA,2009,4,6.6
VA,2009,3,6.4
VA,2009,2,6.1
VA,2009,1,5.7
VA,2008,12,5.4
VA,2008,11,5.0
VA,2008,10,4.7
VA,2008,9,4.5
VA,2008,8,4.4
VA,2008,7,4.3
VA,2008,6,4.1
VA,2008,5,4.0
VA,2008,4,3.9
VA,2008,3,3.7
VA,2008,2,3.7
VA,2008,1,3.6
VA,2007,12,3.6
VA,2007,11,3.5
VA,2007,10,3.5
VA,2007,9,3.4
VA,2007,8,3.3
VA,2007,7,3.2
VA,2007,6,3.2
VA,2007,5,3.1
VA,2007,4,3.1
VA,2007,3,3.1
VA,2007,2,3.2
VA,2007,1,3.2
WA,2015,12,5.4
WA,2015,11,5.4
WA,2015,10,5.4
WA,2015,9,5.4
WA,2015,8,5.4
WA,2015,7,5.4
WA,2015,6,5.4
WA,2015,5,5.4
WA,2015,4,5.4
WA,2015,3,5.5
WA,2015,2,5.5
WA,2015,1,5.6
WA,2014,12,5.7
WA,2014,11,5.7
WA,2014,10,5.8
WA,2014,9,5.8
WA,2014,8,5.9
WA,2014,7,5.9
WA,2014,6,5.9
WA,2014,5,6.0
WA,2014,4,6.0
WA,2014,3,6.1
WA,2014,2,6.1
WA,2014,1,6.2
WA,2013,12,6.3
WA,2013,11,6.4
WA,2013,10,6.5
WA,2013,9,6.6
WA,2013,8,6.7
WA,2013,7,6.7
WA,2013,6,6.7
WA,2013,5,6.7
WA,2013,4,6.7
WA,2013,3,6.7
WA,2013,2,6.7
WA,2013,1,6.9
WA,2012,12,6.9
WA,2012,11,7.1
WA,2012,10,7.2
WA,2012,9,7.4
WA,2012,8,7.6
WA,2012,7,7.8
WA,2012,6,8.0
WA,2012,5,8.0
WA,2012,4,7.9
WA,2012,3,7.9
WA,2012,2,7.9
WA,2012,1,8.0
WA,2011,12,8.0
WA,2011,11,8.1
WA,2011,10,8.3
WA,2011,9,8.4
WA,2011,8,8.5
WA,2011,7,8.6
WA,2011,6,8.6
WA,2011,5,8.6
WA,2011,4,8.7
WA,2011,3,8.8
WA,2011,2,8.8
WA,2011,1,8.9
WA,2010,12,9.0
WA,2010,11,9.1
WA,2010,10,9.1
WA,2010,9,9.1
WA,2010,8,9.1
WA,2010,7,9.0
WA,2010,6,9.0
WA,2010,5,9.1
WA,2010,4,9.2
WA,2010,3,9.3
WA,2010,2,9.3
WA,2010,1,9.3
WA,2009,12,9.2
WA,2009,11,9.1
WA,2009,10,9.0
WA,2009,9,9.0
WA,2009,8,8.7
WA,2009,7,8.5
WA,2009,6,8.3
WA,2009,5,8.1
WA,2009,4,7.8
WA,2009,3,7.5
WA,2009,2,7.2
WA,2009,1,6.8
WA,2008,12,6.4
WA,2008,11,6.1
WA,2008,10,5.8
WA,2008,9,5.6
WA,2008,8,5.4
WA,2008,7,5.3
WA,2008,6,5.2
WA,2008,5,5.0
WA,2008,4,4.8
WA,2008,3,4.7
WA,2008,2,4.6
WA,2008,1,4.6
WA,2007,12,4.6
WA,2007,11,4.7
WA,2007,10,4.7
WA,2007,9,4.7
WA,2007,8,4.6
WA,2007,7,4.6
WA,2007,6,4.5
WA,2007,5,4.5
WA,2007,4,4.5
WA,2007,3,4.5
WA,2007,2,4.6
WA,2007,1,4.7
WV,2015,12,6.4
WV,2015,11,6.4
WV,2015,10,6.4
WV,2015,9,6.5
WV,2015,8,6.6
WV,2015,7,6.7
WV,2015,6,6.8
WV,2015,5,6.8
WV,2015,4,6.8
WV,2015,3,6.7
WV,2015,2,6.5
WV,2015,1,6.4
WV,2014,12,6.4
WV,2014,11,6.3
WV,2014,10,6.4
WV,2014,9,6.4
WV,2014,8,6.4
WV,2014,7,6.4
WV,2014,6,6.5
WV,2014,5,6.5
WV,2014,4,6.6
WV,2014,3,6.7
WV,2014,2,6.7
WV,2014,1,6.7
WV,2013,12,6.7
WV,2013,11,6.7
WV,2013,10,6.7
WV,2013,9,6.6
WV,2013,8,6.6
WV,2013,7,6.6
WV,2013,6,6.6
WV,2013,5,6.6
WV,2013,4,6.7
WV,2013,3,6.8
WV,2013,2,6.9
WV,2013,1,7.1
WV,2012,12,7.2
WV,2012,11,7.3
WV,2012,10,7.3
WV,2012,9,7.4
WV,2012,8,7.4
WV,2012,7,7.4
WV,2012,6,7.4
WV,2012,5,7.3
WV,2012,4,7.2
WV,2012,3,7.1
WV,2012,2,7.0
WV,2012,1,7.1
WV,2011,12,7.2
WV,2011,11,7.4
WV,2011,10,7.5
WV,2011,9,7.7
WV,2011,8,7.8
WV,2011,7,7.8
WV,2011,6,7.8
WV,2011,5,7.9
WV,2011,4,8.0
WV,2011,3,8.1
WV,2011,2,8.3
WV,2011,1,8.4
WV,2010,12,8.5
WV,2010,11,8.6
WV,2010,10,8.6
WV,2010,9,8.6
WV,2010,8,8.5
WV,2010,7,8.4
WV,2010,6,8.5
WV,2010,5,8.5
WV,2010,4,8.7
WV,2010,3,8.8
WV,2010,2,8.9
WV,2010,1,9.0
WV,2009,12,8.9
WV,2009,11,8.9
WV,2009,10,8.8
WV,2009,9,8.8
WV,2009,8,8.8
WV,2009,7,8.8
WV,2009,6,8.7
WV,2009,5,8.5
WV,2009,4,8.1
WV,2009,3,7.7
WV,2009,2,7.1
WV,2009,1,6.5
WV,2008,12,5.9
WV,2008,11,5.4
WV,2008,10,5.0
WV,2008,9,4.7
WV,2008,8,4.5
WV,2008,7,4.5
WV,2008,6,4.4
WV,2008,5,4.4
WV,2008,4,4.4
WV,2008,3,4.5
WV,2008,2,4.6
WV,2008,1,4.7
WV,2007,12,4.8
WV,2007,11,4.8
WV,2007,10,4.9
WV,2007,9,4.9
WV,2007,8,4.8
WV,2007,7,4.8
WV,2007,6,4.7
WV,2007,5,4.7
WV,2007,4,4.8
WV,2007,3,4.8
WV,2007,2,4.9
WV,2007,1,5.0
WI,2015,12,4.2
WI,2015,11,4.2
WI,2015,10,4.2
WI,2015,9,4.3
WI,2015,8,4.3
WI,2015,7,4.4
WI,2015,6,4.4
WI,2015,5,4.5
WI,2015,4,4.6
WI,2015,3,4.6
WI,2015,2,4.7
WI,2015,1,4.7
WI,2014,12,4.8
WI,2014,11,4.9
WI,2014,10,5.0
WI,2014,9,5.0
WI,2014,8,5.1
WI,2014,7,5.3
WI,2014,6,5.4
WI,2014,5,5.5
WI,2014,4,5.6
WI,2014,3,5.7
WI,2014,2,5.9
WI,2014,1,6.0
WI,2013,12,6.1
WI,2013,11,6.3
WI,2013,10,6.4
WI,2013,9,6.5
WI,2013,8,6.6
WI,2013,7,6.7
WI,2013,6,6.7
WI,2013,5,6.8
WI,2013,4,6.9
WI,2013,3,6.9
WI,2013,2,6.9
WI,2013,1,6.9
WI,2012,12,6.9
WI,2012,11,6.8
WI,2012,10,6.8
WI,2012,9,6.9
WI,2012,8,6.9
WI,2012,7,7.0
WI,2012,6,7.0
WI,2012,5,7.0
WI,2012,4,7.0
WI,2012,3,6.9
WI,2012,2,6.9
WI,2012,1,7.0
WI,2011,12,7.1
WI,2011,11,7.3
WI,2011,10,7.4
WI,2011,9,7.5
WI,2011,8,7.6
WI,2011,7,7.6
WI,2011,6,7.6
WI,2011,5,7.6
WI,2011,4,7.6
WI,2011,3,7.6
WI,2011,2,7.7
WI,2011,1,7.8
WI,2010,12,7.9
WI,2010,11,8.0
WI,2010,10,8.1
WI,2010,9,8.2
WI,2010,8,8.2
WI,2010,7,8.3
WI,2010,6,8.4
WI,2010,5,8.6
WI,2010,4,8.8
WI,2010,3,9.0
WI,2010,2,9.2
WI,2010,1,9.3
WI,2009,12,9.3
WI,2009,11,9.3
WI,2009,10,9.2
WI,2009,9,9.3
WI,2009,8,9.3
WI,2009,7,9.3
WI,2009,6,9.4
WI,2009,5,9.3
WI,2009,4,9.0
WI,2009,3,8.6
WI,2009,2,8.1
WI,2009,1,7.4
WI,2008,12,6.7
WI,2008,11,6.1
WI,2008,10,5.6
WI,2008,9,5.2
WI,2008,8,4.9
WI,2008,7,4.7
WI,2008,6,4.6
WI,2008,5,4.4
WI,2008,4,4.4
WI,2008,3,4.3
WI,2008,2,4.4
WI,2008,1,4.5
WI,2007,12,4.7
WI,2007,11,4.8
WI,2007,10,4.9
WI,2007,9,4.9
WI,2007,8,4.9
WI,2007,7,4.9
WI,2007,6,4.8
WI,2007,5,4.8
WI,2007,4,4.8
WI,2007,3,4.8
WI,2007,2,4.8
WI,2007,1,4.8
WY,2015,12,4.7
WY,2015,11,4.5
WY,2015,10,4.3
WY,2015,9,4.3
WY,2015,8,4.2
WY,2015,7,4.2
WY,2015,6,4.2
WY,2015,5,4.2
WY,2015,4,4.1
WY,2015,3,4.0
WY,2015,2,3.9
WY,2015,1,3.9
WY,2014,12,4.0
WY,2014,11,4.1
WY,2014,10,4.3
WY,2014,9,4.4
WY,2014,8,4.4
WY,2014,7,4.4
WY,2014,6,4.4
WY,2014,5,4.4
WY,2014,4,4.4
WY,2014,3,4.4
WY,2014,2,4.4
WY,2014,1,4.5
WY,2013,12,4.6
WY,2013,11,4.6
WY,2013,10,4.6
WY,2013,9,4.6
WY,2013,8,4.6
WY,2013,7,4.6
WY,2013,6,4.7
WY,2013,5,4.7
WY,2013,4,4.8
WY,2013,3,4.9
WY,2013,2,5.0
WY,2013,1,5.1
WY,2012,12,5.2
WY,2012,11,5.2
WY,2012,10,5.3
WY,2012,9,5.4
WY,2012,8,5.5
WY,2012,7,5.5
WY,2012,6,5.6
WY,2012,5,5.6
WY,2012,4,5.6
WY,2012,3,5.6
WY,2012,2,5.7
WY,2012,1,5.8
WY,2011,12,5.9
WY,2011,11,6.0
WY,2011,10,6.0
WY,2011,9,6.0
WY,2011,8,6.0
WY,2011,7,6.0
WY,2011,6,6.0
WY,2011,5,6.1
WY,2011,4,6.2
WY,2011,3,6.3
WY,2011,2,6.5
WY,2011,1,6.6
WY,2010,12,6.6
WY,2010,11,6.6
WY,2010,10,6.6
WY,2010,9,6.6
WY,2010,8,6.6
WY,2010,7,6.6
WY,2010,6,6.8
WY,2010,5,7.0
WY,2010,4,7.2
WY,2010,3,7.5
WY,2010,2,7.6
WY,2010,1,7.6
WY,2009,12,7.5
WY,2009,11,7.3
WY,2009,10,7.1
WY,2009,9,6.8
WY,2009,8,6.7
WY,2009,7,6.6
WY,2009,6,6.5
WY,2009,5,6.3
WY,2009,4,5.9
WY,2009,3,5.4
WY,2009,2,4.8
WY,2009,1,4.2
WY,2008,12,3.7
WY,2008,11,3.4
WY,2008,10,3.2
WY,2008,9,3.1
WY,2008,8,3.0
WY,2008,7,2.9
WY,2008,6,2.8
WY,2008,5,2.7
WY,2008,4,2.6
WY,2008,3,2.6
WY,2008,2,2.6
WY,2008,1,2.6
WY,2007,12,2.6
WY,2007,11,2.7
WY,2007,10,2.7
WY,2007,9,2.8
WY,2007,8,2.8
WY,2007,7,2.8
WY,2007,6,2.7
WY,2007,5,2.7
WY,2007,4,2.6
WY,2007,3,2.6
WY,2007,2,2.6
WY,2007,1,2.7
